src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.3,162.247.243.29,54469,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-07-03 20:13:20,6251213.073730469,1568.9754747308566,3.9992237834697613,1.7596584647266948,2.2395653187430664,11,14,6253,3555,1414.0,54.0,568.4545454545455,576.1274107247716,1466.0,54.0,253.92857142857142,370.52500672997076,1466,54,392.32,497.2959456902901,247303.25759999998,220,280,20,6,260467.2114054362,3420135.021209717,0.0,738378.6046221704,6103029.012680054,3420135.021209717,0.0,610302.9012680054,1053288.6761525008,6102792.978286743,3630136.013031006,0.0,469445.6137143649,1029640.1997373882,0,0,0,0,1,0,0,0,0,0,0,1.2727272727272727,392.32,255,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.4545454545455,253.92857142857142,0,11,14,6253,3555
192.155.100.150,192.168.1.3,7073,62420,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-07-03 20:13:20,30598549.127578735,10.588737349901862,0.19608772870188634,0.09804386435094317,0.09804386435094317,3,3,162,162,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,60,60,20,0,6119709.825515747,15302512.884140015,44.10743713378906,7495011.491353315,30598505.0201416,15302571.058273315,15295933.961868286,15299252.5100708,3318.5482025146484,30598474.979400635,15302556.991577148,15295917.987823486,15299237.489700317,3319.5018768310547,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,67,253,0.0,0.0,0.0,0.0,15295859.813690186,6653.070449829102,7651256.442070007,7644603.371620178,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,3,3,162,162
192.168.1.3,129.80.246.81,62174,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-07-03 20:13:20,32297522.06802368,101.98924837212947,1.3313714875536027,0.6192425523505128,0.7121289352030898,20,23,1980,1314,102.0,82.0,99.0,7.14142842854285,78.0,54.0,57.130434782608695,8.082747852954608,102,54,76.6046511627907,22.244037126138103,494.79718766901027,400,460,20,20,768988.6206672306,1703951.120376587,240.08750915527344,659308.0511408941,31996471.166610718,2006171.2265014648,598045.825958252,1684024.7982426693,515811.5169073167,31986968.04046631,2016057.014465332,300837.9936218262,1453953.0927484685,687637.1065795103,0,0,0,0,1,0,0,0,0,0,0,1.15,76.6046511627907,250,103,618783.2355499268,6461.858749389648,370863.4376525879,292288.5302382095,1687628.984451294,5799.055099487305,444732.27858543396,544818.6551440364,0.0,0.0,0.0,0.0,0.0,0.0,99.0,57.130434782608695,0,20,23,1980,1314
192.168.1.3,192.168.1.1,61375,53,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,17,2025-07-03 20:13:23,40522.098541259766,5058.968004612796,49.35578541085655,24.677892705428274,24.677892705428274,1,1,76,129,76.0,76.0,76.0,0.0,129.0,129.0,129.0,0.0,129,76,102.5,26.5,702.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,102.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,129.0,0,1,1,76,129
192.168.1.3,192.168.1.1,57315,53,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,17,2025-07-03 20:13:23,40458.20236206055,4770.355298360579,49.433733661767654,24.716866830883827,24.716866830883827,1,1,76,117,76.0,76.0,76.0,0.0,117.0,117.0,117.0,0.0,117,76,96.5,20.5,420.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,96.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,117.0,0,1,1,76,117
192.168.1.3,192.168.1.1,62069,53,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,17,2025-07-03 20:13:23,42084.93232727051,4894.863520227514,47.52294679832537,23.761473399162686,23.761473399162686,1,1,89,117,89.0,89.0,89.0,0.0,117.0,117.0,117.0,0.0,117,89,103.0,14.0,196.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,117.0,0,1,1,89,117
192.168.1.3,162.247.243.29,54494,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-07-03 20:13:30,4333857.05947876,1899.462738854169,5.768533584955566,2.7688961207786718,2.9996374641768946,12,13,5125,3107,1414.0,54.0,427.0833333333333,543.0097387606312,1466.0,54.0,239.0,379.47595444243893,1466,54,329.28,474.59806320717325,225243.3216,240,260,20,5,180577.37747828165,2859985.113143921,0.0,565483.2373526868,4333636.045455933,2859985.113143921,0.0,393966.9132232666,789448.2596662487,4148521.900177002,3045374.870300293,272.98927307128906,345710.1583480835,827097.4406838733,0,0,0,0,1,0,0,0,0,0,0,1.0833333333333333,329.28,65535,296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0833333333333,239.0,0,12,13,5125,3107
192.155.100.150,192.168.1.3,9075,53579,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-07-03 20:13:31,15299288.988113403,14.118303155644591,0.2614500584378628,0.1307250292189314,0.1307250292189314,2,2,108,108,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,40,40,20,0,5099762.996037801,15299132.108688354,58.88938903808594,7212043.063397492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,64,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,2,2,108,108
192.168.1.3,172.67.161.72,53415,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-07-03 20:13:33,127243.0419921875,1430.3336131430626,15.717951792780909,7.858975896390454,7.858975896390454,1,1,128,54,128.0,128.0,128.0,0.0,54.0,54.0,54.0,0.0,128,54,91.0,37.0,1369.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,91.0,255,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,54.0,0,1,1,128,54
192.168.1.3,172.31.216.43,54498,1521,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-07-03 20:13:34,15043431.997299194,21.936483646766654,0.3323709643449493,0.3323709643449493,0.0,5,0,330,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,100,0,20,0,3760857.9993247986,8015204.906463623,1006725.0728607178,2684270.137018573,15043431.997299194,8015204.906463623,1006725.0728607178,3760857.9993247986,2684270.137018573,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,65535,0,0.0,0.0,0.0,0.0,4001660.8238220215,1001232.8624725342,2003801.2266159058,1223800.4675251208,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,5,0,330,0
