src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.3,142.250.194.2,59669,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:10,184031.00967407227,120838.33066712269,135.84667086419944,43.47093467654383,92.37573618765563,8,17,1486,20752,1034.0,54.0,185.75,320.9909461339992,1470.0,58.0,1220.7058823529412,538.2284409721213,1470,54,889.52,680.4697271738105,463039.0496,160,340,20,3,7667.958736419678,144062.99591064453,0.0,28765.703961322502,167171.00143432617,159046.17309570312,471.8303680419922,23881.571633475167,55198.18408065549,169457.91244506836,144062.99591064453,0.0,10591.119527816772,34761.02754762021,0,0,0,0,1,0,0,0,0,0,0,2.125,889.52,255,1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19766.0,14.0,0.0,3025053.3775085746,185.75,1220.7058823529412,0,8,17,1486,20752
192.168.1.3,199.232.22.27,59682,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:10,504709.95903015137,1027235.5255209606,764.7956872928287,53.496071390949155,711.2996159018795,27,359,2316,516140,484.0,54.0,85.77777777777777,112.35174044155663,1466.0,60.0,1437.7158774373258,168.56043789759832,1466,54,1343.1502590673574,382.37725615319874,146212.36602324896,540,7180,20,2,1310.9349585198736,338500.9765625,0.0,17312.444601497704,504709.95903015137,338500.9765625,241.99485778808594,19411.921501159668,64029.26271997982,491801.02348327637,349535.9420776367,0.0,1373.74587565161,18516.626292703073,0,0,0,0,1,0,0,0,0,0,0,13.296296296296296,1343.1502590673574,1023,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248377.0,179.5,0.0,3491749.311158147,85.77777777777777,1437.7158774373258,0,27,359,2316,516140
142.250.77.230,192.168.1.3,443,59667,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:50:10,28200.149536132812,30673.596212377408,319.14724382820424,212.76482921880284,106.38241460940142,6,3,629,236,216.0,54.0,104.83333333333333,55.60400665020063,93.0,54.0,78.66666666666667,17.518244457961217,216,54,96.11111111111111,48.12124604566734,2315.6543209876545,120,60,20,4,3525.0186920166016,26489.973068237305,0.0,8687.852018791606,28200.149536132812,28200.149536132812,0.0,5640.0299072265625,11280.059814453125,1307.0106506347656,1153.9459228515625,153.06472778320312,653.5053253173828,500.4405975341797,0,0,0,0,1,0,0,0,0,0,0,0.5,96.11111111111111,1030,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,4.0,0.0,0.0,0.0,0.0,104.83333333333333,78.66666666666667,0,6,3,629,236
192.168.1.3,142.250.194.2,59686,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:10,137422.0848083496,81580.77368448446,218.3055223026076,116.42961189472406,101.87591040788355,16,14,3612,7599,1466.0,54.0,225.75,347.5164564448711,1470.0,58.0,542.7857142857143,602.4261873661286,1470,54,373.7,508.71119180402025,258787.07666666666,320,280,20,8,4738.6925795982625,30554.771423339844,0.0,8390.444579963329,127717.0181274414,44472.21755981445,0.0,8514.46787516276,12794.548119984343,127206.08711242676,60249.80545043945,0.0,9785.083624032828,15776.95273816484,0,0,0,0,1,0,0,0,0,0,0,0.875,373.7,65535,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,4.0,5381.0,4.0,991424.6976477338,8449850.177461624,225.75,542.7857142857143,0,16,14,3612,7599
192.168.1.3,162.247.241.14,59680,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:10,1953060.8654022217,4297.869128759233,7.680252195781331,4.09613450441671,3.584117691364621,8,7,7538,856,1466.0,54.0,942.25,497.52003728493185,508.0,58.0,122.28571428571429,157.46719775034717,1466,54,559.6,557.6053323513564,310923.70666666667,160,140,20,7,139504.3475287301,1635730.0281524658,0.0,419766.82403820194,1941405.0579071045,1635730.0281524658,0.0,277343.5797010149,564479.9625979676,1936028.003692627,1686780.9295654297,0.0,322671.3339487712,616745.0079177235,0,0,0,0,1,0,0,0,0,0,0,0.875,559.6,252,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4433.0,4.0,0.0,0.0,24084649.78238342,0.0,942.25,122.28571428571429,0,8,7,7538,856
192.168.1.3,129.80.246.81,51925,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:10,1755213.0222320557,180.03512735915757,2.2789256627741463,1.1394628313870732,1.1394628313870732,2,2,184,132,102.0,82.0,92.0,10.0,78.0,54.0,66.0,12.0,102,54,79.0,17.05872210923198,291.0,40,40,20,2,585071.0074106852,1416744.9474334717,430.10711669921875,604017.6177141522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,79.0,511,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,66.0,0,2,2,184,132
192.168.1.3,35.190.43.134,59588,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:12,14180.898666381836,131938.0417290136,423.10435615931675,211.55217807965838,211.55217807965838,3,3,1697,174,1466.0,113.0,565.6666666666666,636.635077750372,58.0,58.0,58.0,0.0,1466,58,311.8333333333333,516.8011921640876,267083.4722222222,60,60,20,3,2836.179733276367,13209.819793701172,0.0,5189.510896007887,123.9776611328125,123.9776611328125,0.0,61.98883056640625,61.98883056640625,847.1012115478516,447.98851013183594,399.1127014160156,423.5506057739258,24.437904357910156,0,0,0,0,1,0,0,0,0,0,0,1.0,311.8333333333333,253,867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.6666666666666,58.0,0,3,3,1697,174
192.168.1.3,162.247.243.29,59589,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:12,45.06111145019531,39723831.53439154,44384.16931216931,44384.16931216931,0.0,2,0,1790,0,996.0,794.0,895.0,101.0,0.0,0.0,0.0,0.0,996,794,895.0,101.0,10201.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,895.0,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,0.0,0,2,0,1790,0
192.168.1.3,162.247.241.14,59653,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:12,19016.98112487793,546774.4818023394,841.3533091784411,420.67665458922056,420.67665458922056,8,8,9934,464,1466.0,135.0,1241.75,444.91930448116096,58.0,58.0,58.0,0.0,1466,58,649.875,670.2929280359446,449292.609375,160,160,20,8,1267.7987416585286,14024.972915649414,0.0,3540.354470134547,51.021575927734375,51.021575927734375,0.0,7.288796561104911,17.85383241365978,4940.986633300781,3871.917724609375,0.0,705.8552333286831,1305.5519683510524,0,0,0,0,1,0,0,0,0,0,0,1.0,649.875,254,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9502.0,8.0,0.0,0.0,186234937.42056075,0.0,1241.75,58.0,0,8,8,9934,464
192.168.1.3,3.111.224.186,59652,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:50:12,0.0,0,0,0,0,2,0,1678,0,1466.0,212.0,839.0,627.0,0.0,0.0,0.0,0.0,1466,212,839.0,627.0,393129.0,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,839.0,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,0.0,0,2,0,1678,0
