src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
142.250.194.6,192.168.1.3,443,60169,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:56,2605961.0843658447,1572.932161033204,7.290976106277355,4.2210914299500475,3.069884676327307,11,8,2915,1184,1150.0,58.0,265.0,365.7100192527109,728.0,54.0,148.0,219.83800854265397,1150,54,215.73684210526315,317.98822257324383,101116.50969529086,220,160,20,7,144775.6157981025,2400065.1836395264,0.0,547453.1474499423,2605905.055999756,2412173.03276062,0.0,260590.5055999756,717819.8609065819,2603107.9292297363,2414468.0500030518,362.8730773925781,371872.5613185338,834686.6205469241,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,215.73684210526315,1039,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,4.0,0.0,0.0,248045.45242388884,0.0,265.0,148.0,0,11,8,2915,1184
142.250.77.230,192.168.1.3,443,60168,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:56,2589370.012283325,685.1087297622922,5.406720528000052,3.089554587428601,2.3171659405714506,8,6,748,1026,227.0,54.0,93.5,56.189411813970786,717.0,54.0,171.0,244.59354038894813,717,54,126.71428571428571,170.04345182983107,28914.77551020408,160,120,20,4,199182.30863717885,2212512.0162963867,0.0,585417.8998597823,2589285.8505249023,2225492.9542541504,0.0,369897.97864641465,762785.2423668571,2525030.1361083984,2224452.9724121094,287.05596923828125,505006.0272216797,866429.678416549,0,0,0,0,1,0,0,0,0,0,0,0.75,126.71428571428571,1040,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,4.0,0.0,0.0,470834.83623445826,0.0,93.5,171.0,0,8,6,748,1026
192.168.1.3,35.190.43.134,60167,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:51:56,2533726.930618286,4056.8696949089513,8.288185970725555,4.341430746570529,3.946755224155026,11,10,9610,669,1466.0,54.0,873.6363636363636,658.6984787825255,183.0,54.0,66.9,38.7,1466,54,489.4761904761905,624.7579812594572,390322.5351473923,220,200,20,9,126686.3465309143,2394755.8403015137,0.0,520755.8693140953,2533726.930618286,2405417.9191589355,0.0,253372.6930618286,718143.7164526522,2519156.9328308105,2408500.909805298,0.0,279906.32587009005,753159.3732905642,0,0,0,0,1,0,0,0,0,0,0,0.9090909090909091,489.4761904761905,255,1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977.0,8.0,0.0,0.0,55452528.730486006,0.0,873.6363636363636,66.9,0,11,10,9610,669
192.168.1.3,3.111.224.186,60170,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:51:56,2536520.004272461,1451.9893372795925,4.336650206374021,2.3654455671131025,1.9712046392609186,6,5,2898,785,1466.0,54.0,483.0,610.9749040127043,529.0,58.0,157.0,186.2321132350702,1466,54,334.8181818181818,495.7086420986018,245727.0578512397,120,100,20,2,253652.0004272461,1388251.0662078857,0.0,485468.69711406867,2536396.9802856445,1388251.0662078857,0.0,507279.3960571289,586103.6976435705,2501515.8653259277,1420026.0639190674,219.82192993164062,625378.9663314819,634483.3739023865,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,334.8181818181818,254,26,0.0,0.0,0.0,0.0,1033880.9490203857,354370.1171875,694125.5331039429,339755.4159164429,0.0,0.0,0.0,0.0,0.0,0.0,483.0,157.0,0,6,5,2898,785
162.247.241.14,192.168.1.3,443,60171,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:56,692111.0153198242,8423.504135829942,17.33825894167398,8.66912947083699,8.66912947083699,6,6,2062,3768,1303.0,58.0,343.6666666666667,461.9439600451793,1466.0,54.0,628.0,591.3208378987953,1466,54,485.8333333333333,549.3065072333377,301737.63888888893,120,120,20,2,62919.18321089311,378507.137298584,0.0,113449.72191002777,692111.0153198242,438724.9946594238,207.9010009765625,138422.20306396484,164892.9709364411,633100.0328063965,378507.137298584,0.0,126620.0065612793,158845.81366500547,0,0,0,0,1,0,0,0,0,0,0,1.0,485.8333333333333,17,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.6666666666667,628.0,0,6,6,2062,3768
129.80.246.81,192.168.1.3,443,51925,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:56,3679186.8209838867,84.80134746638527,1.0871967623895546,0.5435983811947773,0.5435983811947773,2,2,108,204,54.0,54.0,54.0,0.0,102.0,102.0,102.0,0.0,102,54,78.0,24.0,576.0,40,40,20,0,1226395.606994629,1678337.812423706,324496.9844818115,637739.1471998177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,78.0,154,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,102.0,0,2,2,108,204
192.168.1.3,142.250.194.2,60174,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:51:57,2274435.043334961,12575.430581680377,19.34546344989639,7.914053229503069,11.431410220393321,18,26,4948,23654,1466.0,54.0,274.8888888888889,456.89287449623475,1466.0,54.0,909.7692307692307,673.4772172317171,1466,54,650.0454545454545,671.4572332737971,450854.81611570244,360,520,20,8,52893.83821709212,1987293.004989624,0.0,299255.1655394045,2274435.043334961,2005140.0661468506,0.0,133790.2966667624,469273.7396864865,2260888.09967041,2001610.9943389893,0.0,90435.5239868164,391075.638256808,0,0,0,0,1,0,0,0,0,0,0,1.4444444444444444,650.0454545454545,65535,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,4.0,19756.0,14.0,1253487.1513656387,7155053.089025128,274.8888888888889,909.7692307692307,0,18,26,4948,23654
87.119.220.3,192.168.1.3,9073,59941,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:57,190.97328186035156,565524.1348314607,10472.669163545568,5236.334581772784,5236.334581772784,1,1,54,54,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,83,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,1,1,54,54
192.168.1.3,142.250.194.2,60176,443,58:1c:f8:e7:a3:e2,54:37:bb:34:77:70,6,2025-06-22 01:51:57,1788938.9991760254,6336.716906066274,18.446688241018617,9.502839396888378,8.943848844130239,17,16,3621,7715,1466.0,54.0,213.0,338.5104047406033,1470.0,58.0,482.1875,584.8393175426478,1470,54,343.5151515151515,492.9156373336185,242965.82552800735,340,320,20,8,55904.34372425079,1660133.1233978271,0.0,288239.74976996024,1788938.9991760254,1669856.071472168,0.0,111808.68744850159,402504.42653375876,1779155.0159454346,1673093.0805206299,0.0,118610.3343963623,415659.30206618505,0,0,0,0,1,0,0,0,0,0,0,0.9411764705882353,343.5151515151515,65535,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,4.0,2898.5,4.0,633959.9985307622,83521.85153582445,213.0,482.1875,0,17,16,3621,7715
172.67.161.72,192.168.1.3,443,52034,54:37:bb:34:77:70,58:1c:f8:e7:a3:e2,6,2025-06-22 01:51:57,129384.99450683594,2774.6648780128253,23.18661457949436,15.457743052996241,7.7288715264981205,2,1,183,176,123.0,60.0,91.5,31.5,176.0,176.0,176.0,0.0,176,60,119.66666666666667,47.41542177627678,2248.222222222222,40,20,20,2,64692.49725341797,128254.89044189453,1130.1040649414062,63562.39318847656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,119.66666666666667,2200,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,176.0,0,2,1,183,176
